SEDE_ATENCION|DISTRITO_ATENCION|PROVINCIA_ATENCION|DEPARTAMENTO_ATENCION|SEXO|EDAD|PROVINCIA_BENEFICIARIO|DEPARTAMENTO_BENEFICIARIO|NACIONALIDAD|ANIO_TRAMITE|MES_TRAMITE|TIPO_TRAMITE|CANTIDAD|FECHA_PROCESO
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|BOLIVIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|CHINA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|COLOMBIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAMANA|AREQUIPA|COLOMBIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|ECUATORIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|26|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAMANA|AREQUIPA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|CAMANA|AREQUIPA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ISLAY|AREQUIPA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALLAO|CALLAO|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|CHINOS DE TAIWAN|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|COLOMBIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAYLLOMA|AREQUIPA|CUBANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|FRANCESA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|RUSA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|26|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAMANA|AREQUIPA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ISLAY|AREQUIPA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-11-02
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|NAZCA|ICA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|ARGENTINA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAJAMARCA|CAJAMARCA|COLOMBIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|MEXICANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAJAMARCA|CAJAMARCA|SUIZA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAJAMARCA|CAJAMARCA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|6|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LAMBAYEQUE|LAMBAYEQUE|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAJAMARCA|CAJAMARCA|COLOMBIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|COLOMBIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAJAMARCA|CAJAMARCA|ESTADOUNIDENSE|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|ITALIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|CAJAMARCA|CAJAMARCA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|JAEN|CAJAMARCA|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|7|2025-11-02
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CASMA|ANCASH|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SANTA|ANCASH|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|4|2025-11-02
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SANTA|ANCASH|ESPAÑOLA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUARAZ|ANCASH|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SANTA|ANCASH|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|5|2025-11-02
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|SANTA|ANCASH|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|ARGENTINA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|ARGENTINA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|AUSTRALIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|CANADIENSE|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|COLOMBIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|ESTADOUNIDENSE|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|LA CONVENCION|CUSCO|FRANCESA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|MEXICANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|POLACA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ANTA|CUSCO|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|9|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LA CONVENCION|CUSCO|VENEZOLANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|AUSTRALIANA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|AUSTRIACA|2025|OCTUBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-11-02
