SEDE_ATENCION|DISTRITO_ATENCION|PROVINCIA_ATENCION|DEPARTAMENTO_ATENCION|SEXO|EDAD|PROVINCIA_BENEFICIARIO|DEPARTAMENTO_BENEFICIARIO|NACIONALIDAD|ANIO_TRAMITE|MES_TRAMITE|TIPO_TRAMITE|CANTIDAD|FECHA_PROCESO
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|BIELORRUSA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|AREQUIPA|AREQUIPA|BIELORRUSA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|BOLIVIANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|CANADIENSE|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|CHINA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|COLOMBIANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|AREQUIPA|AREQUIPA|COLOMBIANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|CUBANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|ESTADOUNIDENSE|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|51|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|4|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|VENEZOLANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|ARGENTINA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|BRASILERA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|CANADIENSE|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|CHINA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|ESPAÑOLA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|ESTADOUNIDENSE|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|FRANCESA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|3|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|JAMAIQUINA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|28|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ISLAY|AREQUIPA|VENEZOLANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHEPEN|LA LIBERTAD|COLOMBIANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|ESPAÑOLA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAJAMARCA|CAJAMARCA|VENEZOLANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|5|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|JAEN|CAJAMARCA|VENEZOLANA|2025|JUNIO|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
